REGION,TECHNOLOGY,EMISSION,MODE_OF_OPERATION,YEAR,VALUE
"SIMPLICITY","GasExtraction","CO2",1,2014,0.232120421052632
"SIMPLICITY","GasExtraction","CO2",1,2015,0.233273684210526
"SIMPLICITY","GasExtraction","CO2",1,2016,0.238410947368421
"SIMPLICITY","GasExtraction","CO2",1,2017,0.245540210526316
"SIMPLICITY","GasExtraction","CO2",1,2018,0.264319831578947
"SIMPLICITY","GasExtraction","CO2",1,2019,0.271994273684211
"SIMPLICITY","GasExtraction","CO2",1,2020,0.278624324210526
"SIMPLICITY","GasExtraction","CO2",1,2021,0.285295743157895
"SIMPLICITY","GasExtraction","CO2",1,2022,0.287915747368421
"SIMPLICITY","GasExtraction","CO2",1,2023,0.292478475789474
"SIMPLICITY","GasExtraction","CO2",1,2024,0.294599431578947
"SIMPLICITY","GasExtraction","CO2",1,2025,0.296009873684211
"SIMPLICITY","GasExtraction","CO2",1,2026,0.2968224
"SIMPLICITY","GasExtraction","CO2",1,2027,0.297661136842105
"SIMPLICITY","GasExtraction","CO2",1,2028,0.295365943727465
"SIMPLICITY","GasExtraction","CO2",1,2029,0.19019515814747
"SIMPLICITY","GasExtraction","CO2",1,2030,0.141006402687463
"SIMPLICITY","GasExtraction","CO2",1,2031,0.145051668338332
"SIMPLICITY","GasExtraction","CO2",1,2032,0.152168902641367
"SIMPLICITY","GasExtraction","CO2",1,2033,0.14
"SIMPLICITY","GasExtraction","CO2",1,2034,0.12
"SIMPLICITY","GasExtraction","CO2",1,2035,0.0600042654033824
"SIMPLICITY","GasExtraction","CO2",1,2036,0.0600033091477569
"SIMPLICITY","GasExtraction","CO2",1,2037,0.0600021956132455
"SIMPLICITY","GasExtraction","CO2",1,2038,0.0600011135345113
"SIMPLICITY","GasExtraction","CO2",1,2039,0.06
"SIMPLICITY","GasExtraction","CO2",1,2040,0.05
"SIMPLICITY","GasImport","CO2",1,2018,0.0214797473684211
"SIMPLICITY","GasImport","CO2",1,2019,0.0329914105263159
"SIMPLICITY","GasImport","CO2",1,2020,0.0452329389473685
"SIMPLICITY","GasImport","CO2",1,2021,0.0693850989473685
"SIMPLICITY","GasImport","CO2",1,2022,0.0821768842105264
"SIMPLICITY","GasImport","CO2",1,2023,0.104453734736842
"SIMPLICITY","GasImport","CO2",1,2024,0.114808989473684
"SIMPLICITY","GasImport","CO2",1,2025,0.1239876
"SIMPLICITY","GasImport","CO2",1,2026,0.1394256
"SIMPLICITY","GasImport","CO2",1,2027,0.1553616
"SIMPLICITY","GasImport","CO2",1,2028,0.134923296445553
